id,property_type,room_type,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_checkin,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
32844871,Room in hostel,Hotel room,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,332.0,1.0,1125.0,30,60,90,94,7.0,1.0,0.0,4.43,4.71,4.86,4.29,4.86,4.57,4.43,0.14
32845239,Room in hostel,Hotel room,1.0,1.0,0.0,1.0,1.0,1.39,1.0,1.0,305.0,1.0,1125.0,30,60,90,94,67.0,3.0,0.0,4.63,4.88,4.94,4.34,4.9,4.84,4.73,1.37
32835685,Room in bed and breakfast,Hotel room,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,230.0,2.0,1125.0,30,60,90,365,35.0,22.0,5.0,4.54,4.57,4.77,4.09,4.71,4.89,4.71,0.81
32842972,Room in hostel,Hotel room,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,291.0,1.0,1125.0,30,56,86,89,22.0,5.0,0.0,4.5,4.77,4.91,4.23,4.59,4.68,4.59,0.45
32843504,Room in hostel,Hotel room,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,291.0,1.0,1125.0,30,60,90,94,69.0,9.0,0.0,4.58,4.68,4.74,4.36,4.61,4.75,4.62,1.4
32843672,Room in hostel,Hotel room,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,291.0,1.0,1125.0,30,60,90,94,63.0,16.0,3.0,4.62,4.75,4.86,4.44,4.62,4.68,4.68,1.28
32843914,Room in hostel,Hotel room,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,332.0,1.0,1125.0,29,59,89,92,46.0,18.0,0.0,4.83,4.91,4.91,4.67,4.91,4.85,4.87,0.94
33367267,Room in serviced apartment,Hotel room,1.0,0.75,0.0,1.0,2.0,1.0,1.0,1.0,890.0,1.0,600.0,0,0,0,271,2.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05
33370974,Room in hostel,Hotel room,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,352.0,1.0,1125.0,24,54,84,88,100.0,12.1,0.0,4.62,4.65,4.82,4.43,4.78,4.8,4.66,2.07
33246931,Room in serviced apartment,Hotel room,1.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,1200.0,3.0,1125.0,0,0,0,0,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
33366224,Room in serviced apartment,Hotel room,1.0,0.75,0.0,1.0,2.0,1.0,1.0,1.0,880.0,1.0,600.0,0,0,0,240,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
33366824,Room in serviced apartment,Hotel room,1.0,0.75,0.0,1.0,2.0,1.0,1.0,1.0,790.0,1.0,700.0,29,59,89,364,5.0,1.0,1.0,5.0,5.0,5.0,5.0,4.8,5.0,5.0,0.11
33644111,Room in boutique hotel,Hotel room,1.0,1.0,1.0,1.0,2.0,1.39,1.0,1.0,7262.0,10.0,1125.0,16,38,62,333,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
33720782,Room in bed and breakfast,Hotel room,1.0,0.99,0.0,1.0,2.0,1.0,1.0,1.0,950.0,2.0,1125.0,27,57,87,362,14.0,7.0,0.0,4.86,4.57,5.0,4.64,4.71,4.64,4.64,0.31
34180504,Room in boutique hotel,Hotel room,0.95,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2634.0,1.0,1125.0,11,23,48,295,1.0,0.0,0.0,4.8,4.78,4.83,4.75,4.82,4.83,4.71,0.02
34305556,Room in boutique hotel,Hotel room,0.71,0.83,0.0,1.0,2.0,1.0,1.0,1.0,1099.0,1.0,1125.0,0,0,27,302,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
34676973,Room in hotel,Hotel room,1.0,0.9,0.0,1.0,2.0,1.0,1.0,1.0,945.0,1.0,7.0,23,46,76,166,6.0,3.0,0.0,5.0,4.83,5.0,4.83,4.83,4.83,4.5,0.15
35013170,Room in bed and breakfast,Hotel room,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,4313.0,1.0,30.0,9,21,48,308,20.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.95,0.43
35013417,Room in bed and breakfast,Hotel room,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,4313.0,1.0,30.0,9,24,39,294,19.0,0.0,0.0,5.0,5.0,4.89,4.95,4.84,5.0,5.0,0.41
35013542,Room in bed and breakfast,Hotel room,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,5233.0,1.0,30.0,10,25,49,314,40.0,0.0,0.0,5.0,5.0,4.98,4.93,4.93,4.98,4.98,0.86
35013767,Room in bed and breakfast,Hotel room,1.0,1.0,0.0,1.0,2.0,1.39,1.0,1.0,4313.0,1.0,30.0,11,21,38,242,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0.04
35013861,Room in bed and breakfast,Hotel room,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,3195.0,1.0,30.0,4,14,33,271,30.0,1.0,0.0,4.9,4.97,4.93,4.9,4.97,5.0,4.93,0.64
34393821,Room in casa particular,Hotel room,0.95,0.9,0.0,1.0,1.0,1.0,1.0,1.0,350.0,2.0,2.0,30,60,90,90,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
34411295,Room in bed and breakfast,Hotel room,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,3495.0,1.0,30.0,6,20,39,270,40.0,0.0,0.0,4.9,4.93,4.93,5.0,4.95,5.0,4.88,0.86
34711133,Room in boutique hotel,Hotel room,1.0,1.0,0.0,1.0,5.0,1.0,1.0,3.0,2400.0,1.0,415.8,8,23,39,272,4.0,0.0,0.0,4.75,5.0,4.5,4.5,5.0,5.0,4.75,0.09
34712487,Room in boutique hotel,Hotel room,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2200.0,1.0,294.9,13,43,71,312,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
34712689,Room in boutique hotel,Hotel room,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2200.0,1.0,332.4,10,34,63,294,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
34712776,Room in boutique hotel,Hotel room,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2200.0,1.0,513.5,13,33,53,234,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
34712947,Room in boutique hotel,Hotel room,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2200.0,1.0,225.3,15,45,75,330,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
34713251,Room in boutique hotel,Hotel room,1.0,1.0,0.0,1.0,5.0,1.0,1.0,2.0,2300.0,1.0,304.3,9,36,66,303,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
34740045,Room in serviced apartment,Hotel room,1.0,0.75,0.0,1.0,2.0,1.0,1.0,1.0,990.0,1.0,600.0,0,0,0,271,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
34464509,Room in hotel,Hotel room,1.0,0.94,0.0,1.0,2.0,1.0,1.0,1.0,1914.0,1.0,1125.0,23,53,83,260,20.0,4.0,0.0,4.7,4.7,4.85,4.85,4.75,5.0,4.7,0.43
34750972,Room in hotel,Hotel room,1.0,0.9,0.0,1.0,1.0,1.0,1.0,1.0,881.0,1.0,7.0,30,60,90,180,4.0,1.0,0.0,4.25,4.25,4.75,4.5,4.5,4.5,4.25,0.09
35126168,Room in hostel,Hotel room,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,332.0,1.0,1125.0,30,60,90,94,3.0,1.0,0.0,4.0,4.0,5.0,4.67,5.0,5.0,4.0,0.07
34527775,Room in bed and breakfast,Hotel room,1.0,0.86,0.0,1.0,3.0,1.0,1.0,1.0,2206.0,1.1,365.0,23,43,69,276,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.23
34535291,Room in bed and breakfast,Hotel room,1.0,0.86,0.0,1.0,3.0,1.0,1.0,1.0,2382.0,1.1,365.0,19,39,64,273,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
34537451,Room in bed and breakfast,Hotel room,1.0,0.86,0.0,1.0,2.0,1.0,1.0,1.0,2382.0,1.1,365.0,14,41,71,280,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03
34538170,Room in bed and breakfast,Hotel room,1.0,0.86,0.0,1.0,4.0,1.39,1.0,1.0,2382.0,1.1,365.0,29,51,72,290,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
34573457,Room in hostel,Hotel room,1.0,1.0,0.0,1.0,1.0,1.39,1.0,1.0,388.0,1.0,1125.0,30,60,90,94,10.0,2.0,0.0,4.9,5.0,5.0,4.6,5.0,4.9,4.9,0.22
34596040,Room in hostel,Hotel room,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,332.0,1.0,1125.0,30,60,90,94,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04
34621455,Room in serviced apartment,Hotel room,1.0,0.86,0.0,1.0,3.0,1.0,1.0,1.0,2882.0,1.9,365.0,29,59,89,307,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
35353642,Room in serviced apartment,Hotel room,0.95,1.0,0.0,1.0,3.0,1.0,1.0,1.0,900.0,1.0,1125.0,0,30,60,240,2.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0.04
35605936,Room in bed and breakfast,Hotel room,0.6,0.46,1.0,1.0,2.0,1.0,1.0,1.0,1255.0,1.0,365.0,19,48,78,351,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
35606585,Room in bed and breakfast,Hotel room,0.6,0.46,1.0,1.0,3.0,1.0,1.0,2.0,1352.0,1.0,365.0,19,49,79,354,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
35941537,Room in boutique hotel,Hotel room,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2492.0,1.0,370.0,0,4,4,4,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
35941860,Room in boutique hotel,Hotel room,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2957.0,1.0,370.0,22,48,74,319,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.11
35967394,Room in boutique hotel,Hotel room,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2957.0,1.0,370.0,13,39,69,323,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.2
35617592,Room in casa particular,Hotel room,0.94,0.98,0.0,1.0,1.0,1.0,1.0,1.0,375.0,1.0,1125.0,30,60,90,365,57.0,10.0,0.0,4.79,4.86,4.95,4.65,4.91,4.89,4.77,1.24
36023273,Room in boutique hotel,Hotel room,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2492.0,1.0,370.0,28,48,78,337,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
36023768,Room in boutique hotel,Hotel room,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2492.0,1.0,370.0,18,47,77,329,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.1
35677895,Room in bed and breakfast,Hotel room,0.6,0.46,1.0,1.0,3.0,1.0,1.0,2.0,1456.0,1.0,365.0,19,49,79,346,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
35709914,Room in bed and breakfast,Hotel room,0.6,0.46,1.0,1.0,2.0,1.0,1.0,1.0,1300.0,1.0,365.0,19,49,79,354,1.0,0.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
35715294,Room in serviced apartment,Hotel room,0.95,0.9,0.0,1.0,4.0,1.39,1.0,2.0,768.0,2.0,1125.0,0,12,42,132,1.0,0.0,0.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.02
36314967,Room in boutique hotel,Hotel room,0.95,0.91,0.0,1.0,2.0,1.0,1.0,1.0,1745.0,1.0,10.0,29,59,89,89,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
37721233,Room in casa particular,Hotel room,0.94,0.98,0.0,1.0,1.0,1.0,1.0,1.0,375.0,1.0,1125.0,30,60,90,365,73.0,18.0,2.0,4.59,4.66,4.7,4.52,4.77,4.73,4.53,1.67
37326050,Room in bed and breakfast,Hotel room,1.0,0.77,0.0,1.0,2.0,1.0,1.0,1.0,8024.0,1.0,101.0,21,50,79,345,42.0,5.0,0.0,4.74,4.64,4.88,4.38,4.83,4.95,4.62,0.98
37686635,Room in boutique hotel,Hotel room,1.0,0.83,0.0,1.0,3.0,1.39,1.0,2.0,776.0,1.0,616.0,0,0,0,120,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
37687424,Room in boutique hotel,Hotel room,1.0,0.83,0.0,1.0,4.0,1.0,1.0,2.0,776.0,1.0,365.0,13,13,13,133,4.0,1.0,0.0,4.0,4.0,5.0,5.0,4.25,5.0,3.75,0.09
37688057,Room in boutique hotel,Hotel room,1.0,0.83,0.0,1.0,5.0,1.0,1.0,3.0,823.0,1.0,365.0,0,0,0,120,3.0,2.0,0.0,5.0,5.0,4.67,4.67,5.0,4.33,4.67,0.13
37689391,Room in boutique hotel,Hotel room,1.0,0.83,0.0,1.0,8.0,1.0,1.0,4.0,2966.0,1.0,365.0,0,0,0,120,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05
37691088,Room in boutique hotel,Hotel room,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2657.0,1.0,365.0,9,25,55,290,21.0,11.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.49
43205383,Room in hotel,Hotel room,1.0,1.0,0.36,1.0,0.0,1.39,1.55,1.96,0.0,1.0,365.0,0,0,0,0,3.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.12
43247503,Room in hotel,Hotel room,0.95,0.91,0.36,1.0,0.0,1.39,1.55,1.96,0.0,1.0,365.0,0,0,0,0,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
43247525,Room in hotel,Hotel room,0.95,1.0,0.36,1.0,0.0,1.39,1.55,1.96,0.0,4.54,857.93,0,0,0,0,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
43247567,Room in bed and breakfast,Hotel room,0.95,0.91,0.36,1.0,0.0,1.39,1.55,1.96,0.0,1.0,365.0,0,0,0,0,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
47845863,Room in hostel,Hotel room,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2409.0,1.0,365.0,30,60,90,93,0.0,0.0,0.0,4.72,4.78,4.83,4.75,4.82,4.83,4.71,1.7
